Time,State,Epsilon,Action,Reward,Medkit,Poison,Frags,Amo,Max Life,Life,Mean Score,Var Score,Loss
112,observe,1.0,2,-96.0,2,0,0,0,111,111,,,0
224,observe,1.0,1,-96.0,2,0,0,0,111,111,,,0
320,observe,1.0,0,-96.0,1,0,0,0,111,95,,,0
416,observe,1.0,0,-96.0,1,0,0,0,111,95,,,0
512,observe,1.0,2,-96.0,1,0,0,0,111,95,,,0
608,observe,1.0,2,-96.0,1,0,0,0,111,95,,,0
704,observe,1.0,1,-96.0,1,0,0,0,111,95,,,0
800,observe,1.0,2,-96.0,1,0,0,0,111,95,,,0
936,observe,1.0,0,-96.0,3,0,0,0,135,135,,,0
1048,observe,1.0,1,-96.0,2,0,0,0,135,111,,,0
1160,observe,1.0,2,-96.0,2,0,0,0,135,111,,,0
1272,observe,1.0,0,-96.0,2,0,0,0,135,111,,,0
1368,observe,1.0,0,-96.0,1,0,0,0,135,95,,,0
1480,observe,1.0,1,-96.0,2,0,0,0,135,111,,,0
1592,observe,1.0,2,-96.0,2,0,0,0,135,111,,,0
1688,observe,1.0,0,-96.0,1,0,0,0,135,95,,,0
1780,observe,1.0,2,-98.0,1,0,0,0,135,91,,,0
1876,observe,1.0,1,-96.0,1,0,0,0,135,95,,,0
1972,observe,1.0,0,-96.0,1,0,0,0,135,95,,,0
2068,explore,0.9986601340000023,1,-96.0,1,0,0,0,135,95,102.4,115.64000000000001,0
2164,explore,0.9967403260000056,0,-96.0,1,0,0,0,135,95,,,0
2266,explore,0.9947005300000091,1,-99.0,2,0,0,0,135,101,,,"[0.17920929, 0.08771251, 0.056221604, 0.035275176]"
2378,explore,0.992460754000013,2,-96.0,2,0,0,0,135,111,,,0
2474,explore,0.9905409460000163,2,-96.0,1,0,0,0,135,95,,,0
2570,explore,0.9886211380000196,1,-96.0,1,0,0,0,135,95,99.4,39.04,0
2666,explore,0.9867013300000229,0,-96.0,1,0,0,0,135,95,,,"[0.1704952, 0.06555737, 0.057256717, 0.047681104]"
2762,explore,0.9847815220000262,2,-96.0,1,0,0,0,135,95,,,0
2858,explore,0.9828617140000295,2,-96.0,1,0,0,0,135,95,,,0
